,station,model,abs_error,squared_error,r2,last-updated
191,49.0,weekend,1.9550880749370456,3.418334313889207,0.7711636101955576,2019-04-16
192,46.0,weekday,1.3040731284427918,1.9869497823499997,0.822620066552885,2019-04-16
193,46.0,weekend,1.0379308109485617,1.601017457511654,0.7876864898382736,2019-04-16
194,60.0,weekday,2.0875507669028583,3.2458302686055314,0.9122332599960105,2019-04-16
195,60.0,weekend,1.8813550814866922,3.189445240971006,0.8843827057764599,2019-04-16
196,69.0,weekday,2.2415161965087305,3.898661094682486,0.9312795087173964,2019-04-16
197,69.0,weekend,1.986148246605951,3.1711361869517884,0.9237575014863635,2019-04-16
198,63.0,weekday,2.1706416700549953,3.350468897164385,0.9280087188497946,2019-04-16
199,63.0,weekend,1.8980115284043442,3.3184875943947145,0.8299829584752437,2019-04-16
200,59.0,weekday,1.0238698002097677,1.7227173994532148,0.7050642222822756,2019-04-16
201,59.0,weekend,0.9921154488124486,1.5526302161832783,0.7732133532187336,2019-04-16
202,67.0,weekday,2.3706256694634535,3.638227836273316,0.8873944947536125,2019-04-16
203,67.0,weekend,1.8129183697211744,3.002413121047746,0.882473808899821,2019-04-16
204,65.0,weekday,2.307940079552853,4.098014177047151,0.912518337880819,2019-04-16
205,65.0,weekend,0.8703202365525995,1.5383122222976087,0.6625527797443319,2019-04-16
206,58.0,weekday,2.629626839759741,4.2121916096079985,0.8994721569316078,2019-04-16
207,58.0,weekend,1.8906951317937115,3.1078930654558596,0.8820856632469045,2019-04-16
208,100.0,weekday,2.3779867438891267,3.731078372028929,0.8430460983849857,2019-04-16
209,100.0,weekend,1.0440631879144064,1.7253584717925197,0.9245660568880105,2019-04-16
210,64.0,weekday,2.520155849429899,3.9348683082644214,0.8934659584558352,2019-04-16
211,64.0,weekend,2.2506168569664338,3.9855733304192045,0.8210706066863891,2019-04-16
212,107.0,weekday,1.8165515832201535,3.0232013530741164,0.8917252317284488,2019-04-16
213,107.0,weekend,1.9152626868441804,3.267987163822824,0.7898175128564451,2019-04-16
214,28.0,weekday,2.2503116719995466,3.510815971430855,0.8253083669426754,2019-04-16
215,28.0,weekend,2.4288735214357744,3.7723723251774346,0.7801817565469921,2019-04-16
216,76.0,weekday,1.9588233764346008,3.5948029324659916,0.9013876914363246,2019-04-16
217,76.0,weekend,1.89907600974963,3.37865143751355,0.8236970594807149,2019-04-16
218,83.0,weekday,1.700660943277231,2.816691087138943,0.9491954972286247,2019-04-16
219,83.0,weekend,1.6564686850249788,3.0076004869378554,0.8815390820392096,2019-04-16
220,25.0,weekday,1.742236944180733,2.838598040703898,0.9324331595432973,2019-04-16
221,25.0,weekend,1.1576939120219374,2.176804686445743,0.8352084478450725,2019-04-16
222,98.0,weekday,1.857814165711991,3.259858447803232,0.8853109600237868,2019-04-16
223,98.0,weekend,2.2087849902534114,3.851511372057453,0.8512996553109018,2019-04-16
224,12.0,weekday,1.3731942244057145,2.210461133045169,0.849454539135247,2019-04-16
225,12.0,weekend,1.2616017060742668,2.0397760749288514,0.8064493671524566,2019-04-16
