,station,day,time,mean
0,7.0,0.0,0.0,12.0
1,7.0,0.0,30.0,13.0
2,7.0,0.0,100.0,12.0
3,7.0,0.0,130.0,12.0
4,7.0,0.0,200.0,12.0
5,7.0,0.0,230.0,12.0
6,7.0,0.0,300.0,12.0
7,7.0,0.0,330.0,12.0
8,7.0,0.0,400.0,12.0
9,7.0,0.0,430.0,13.0
10,7.0,0.0,500.0,11.0
11,7.0,0.0,530.0,11.0
12,7.0,0.0,600.0,11.0
13,7.0,0.0,630.0,11.0
14,7.0,0.0,700.0,9.0
15,7.0,0.0,730.0,6.0
16,7.0,0.0,800.0,3.0
17,7.0,0.0,830.0,2.0
18,7.0,0.0,900.0,1.0
19,7.0,0.0,930.0,1.0
20,7.0,0.0,1000.0,0.0
21,7.0,0.0,1030.0,0.0
22,7.0,0.0,1100.0,0.0
23,7.0,0.0,1130.0,0.0
24,7.0,0.0,1200.0,0.0
25,7.0,0.0,1230.0,0.0
26,7.0,0.0,1300.0,4.0
27,7.0,0.0,1330.0,4.0
28,7.0,0.0,1400.0,6.0
29,7.0,0.0,1430.0,7.0
30,7.0,0.0,1500.0,6.0
31,7.0,0.0,1530.0,6.0
32,7.0,0.0,1600.0,6.0
33,7.0,0.0,1630.0,5.0
34,7.0,0.0,1700.0,6.0
35,7.0,0.0,1730.0,8.0
36,7.0,0.0,1800.0,8.0
37,7.0,0.0,1830.0,11.0
38,7.0,0.0,1900.0,12.0
39,7.0,0.0,1930.0,11.0
40,7.0,0.0,2000.0,9.0
41,7.0,0.0,2030.0,13.0
42,7.0,0.0,2100.0,12.0
43,7.0,0.0,2130.0,10.0
44,7.0,0.0,2200.0,10.0
45,7.0,0.0,2230.0,9.0
46,7.0,0.0,2300.0,10.0
47,7.0,0.0,2330.0,10.0
48,7.0,1.0,0.0,3.0
49,7.0,1.0,30.0,7.0
50,7.0,1.0,100.0,6.0
51,7.0,1.0,130.0,6.0
52,7.0,1.0,200.0,6.0
53,7.0,1.0,230.0,7.0
54,7.0,1.0,300.0,6.0
55,7.0,1.0,330.0,6.0
56,7.0,1.0,400.0,6.0
57,7.0,1.0,430.0,6.0
58,7.0,1.0,500.0,6.0
59,7.0,1.0,530.0,6.0
60,7.0,1.0,600.0,6.0
61,7.0,1.0,630.0,5.0
62,7.0,1.0,700.0,5.0
63,7.0,1.0,730.0,5.0
64,7.0,1.0,800.0,4.0
65,7.0,1.0,830.0,2.0
66,7.0,1.0,900.0,1.0
67,7.0,1.0,930.0,0.0
68,7.0,1.0,1000.0,0.0
69,7.0,1.0,1030.0,1.0
70,7.0,1.0,1100.0,1.0
71,7.0,1.0,1130.0,1.0
72,7.0,1.0,1200.0,5.0
73,7.0,1.0,1230.0,4.0
74,7.0,1.0,1300.0,5.0
75,7.0,1.0,1330.0,3.0
76,7.0,1.0,1400.0,2.0
77,7.0,1.0,1430.0,2.0
78,7.0,1.0,1500.0,2.0
79,7.0,1.0,1530.0,3.0
80,7.0,1.0,1600.0,2.0
81,7.0,1.0,1630.0,2.0
82,7.0,1.0,1700.0,3.0
83,7.0,1.0,1730.0,4.0
84,7.0,1.0,1800.0,4.0
85,7.0,1.0,1830.0,7.0
86,7.0,1.0,1900.0,9.0
87,7.0,1.0,1930.0,7.0
88,7.0,1.0,2000.0,7.0
89,7.0,1.0,2030.0,7.0
90,7.0,1.0,2100.0,7.0
91,7.0,1.0,2130.0,7.0
92,7.0,1.0,2200.0,8.0
93,7.0,1.0,2230.0,7.0
94,7.0,1.0,2300.0,5.0
95,7.0,1.0,2330.0,3.0
96,7.0,2.0,0.0,5.0
97,7.0,2.0,30.0,2.0
98,7.0,2.0,100.0,2.0
99,7.0,2.0,130.0,2.0
100,7.0,2.0,200.0,2.0
101,7.0,2.0,230.0,2.0
102,7.0,2.0,300.0,2.0
103,7.0,2.0,330.0,2.0
104,7.0,2.0,400.0,2.0
105,7.0,2.0,430.0,2.0
106,7.0,2.0,500.0,2.0
107,7.0,2.0,530.0,7.0
108,7.0,2.0,600.0,14.0
109,7.0,2.0,630.0,12.0
110,7.0,2.0,700.0,10.0
111,7.0,2.0,730.0,7.0
112,7.0,2.0,800.0,2.0
113,7.0,2.0,830.0,1.0
114,7.0,2.0,900.0,1.0
115,7.0,2.0,930.0,0.0
116,7.0,2.0,1000.0,0.0
117,7.0,2.0,1030.0,0.0
118,7.0,2.0,1100.0,1.0
119,7.0,2.0,1130.0,1.0
120,7.0,2.0,1200.0,0.0
121,7.0,2.0,1230.0,0.0
122,7.0,2.0,1300.0,1.0
123,7.0,2.0,1330.0,1.0
124,7.0,2.0,1400.0,3.0
125,7.0,2.0,1430.0,4.0
126,7.0,2.0,1500.0,7.0
127,7.0,2.0,1530.0,7.0
128,7.0,2.0,1600.0,8.0
129,7.0,2.0,1630.0,6.0
130,7.0,2.0,1700.0,6.0
131,7.0,2.0,1730.0,4.0
132,7.0,2.0,1800.0,2.0
133,7.0,2.0,1830.0,5.0
134,7.0,2.0,1900.0,5.0
135,7.0,2.0,1930.0,4.0
136,7.0,2.0,2000.0,5.0
137,7.0,2.0,2030.0,6.0
138,7.0,2.0,2100.0,10.0
139,7.0,2.0,2130.0,10.0
140,7.0,2.0,2200.0,11.0
141,7.0,2.0,2230.0,9.0
142,7.0,2.0,2300.0,10.0
143,7.0,2.0,2330.0,10.0
144,7.0,3.0,0.0,12.0
145,7.0,3.0,30.0,10.0
146,7.0,3.0,100.0,10.0
147,7.0,3.0,130.0,12.0
148,7.0,3.0,200.0,10.0
149,7.0,3.0,230.0,9.0
150,7.0,3.0,300.0,10.0
151,7.0,3.0,330.0,10.0
152,7.0,3.0,400.0,11.0
153,7.0,3.0,430.0,10.0
154,7.0,3.0,500.0,9.0
155,7.0,3.0,530.0,9.0
156,7.0,3.0,600.0,9.0
157,7.0,3.0,630.0,8.0
158,7.0,3.0,700.0,4.0
159,7.0,3.0,730.0,4.0
160,7.0,3.0,800.0,3.0
161,7.0,3.0,830.0,2.0
162,7.0,3.0,900.0,0.0
163,7.0,3.0,930.0,1.0
164,7.0,3.0,1000.0,1.0
165,7.0,3.0,1030.0,0.0
166,7.0,3.0,1100.0,0.0
167,7.0,3.0,1130.0,0.0
168,7.0,3.0,1200.0,0.0
169,7.0,3.0,1230.0,0.0
170,7.0,3.0,1300.0,1.0
171,7.0,3.0,1330.0,2.0
172,7.0,3.0,1400.0,2.0
173,7.0,3.0,1430.0,2.0
174,7.0,3.0,1500.0,2.0
175,7.0,3.0,1530.0,1.0
176,7.0,3.0,1600.0,2.0
177,7.0,3.0,1630.0,6.0
178,7.0,3.0,1700.0,10.0
179,7.0,3.0,1730.0,9.0
180,7.0,3.0,1800.0,11.0
181,7.0,3.0,1830.0,15.0
182,7.0,3.0,1900.0,15.0
183,7.0,3.0,1930.0,16.0
184,7.0,3.0,2000.0,16.0
185,7.0,3.0,2030.0,15.0
186,7.0,3.0,2100.0,16.0
187,7.0,3.0,2130.0,16.0
188,7.0,3.0,2200.0,14.0
189,7.0,3.0,2230.0,15.0
190,7.0,3.0,2300.0,13.0
191,7.0,3.0,2330.0,12.0
192,7.0,4.0,0.0,13.0
193,7.0,4.0,30.0,12.0
194,7.0,4.0,100.0,12.0
195,7.0,4.0,130.0,12.0
196,7.0,4.0,200.0,12.0
197,7.0,4.0,230.0,11.0
198,7.0,4.0,300.0,12.0
199,7.0,4.0,330.0,12.0
200,7.0,4.0,400.0,12.0
201,7.0,4.0,430.0,11.0
202,7.0,4.0,500.0,11.0
203,7.0,4.0,530.0,10.0
204,7.0,4.0,600.0,8.0
205,7.0,4.0,630.0,8.0
206,7.0,4.0,700.0,5.0
207,7.0,4.0,730.0,4.0
208,7.0,4.0,800.0,3.0
209,7.0,4.0,830.0,1.0
210,7.0,4.0,900.0,0.0
211,7.0,4.0,930.0,0.0
212,7.0,4.0,1000.0,1.0
213,7.0,4.0,1030.0,1.0
214,7.0,4.0,1100.0,0.0
215,7.0,4.0,1130.0,1.0
216,7.0,4.0,1200.0,6.0
217,7.0,4.0,1230.0,6.0
218,7.0,4.0,1300.0,3.0
219,7.0,4.0,1330.0,3.0
220,7.0,4.0,1400.0,2.0
221,7.0,4.0,1430.0,7.0
222,7.0,4.0,1500.0,9.0
223,7.0,4.0,1530.0,8.0
224,7.0,4.0,1600.0,10.0
225,7.0,4.0,1630.0,8.0
226,7.0,4.0,1700.0,7.0
227,7.0,4.0,1730.0,7.0
228,7.0,4.0,1800.0,9.0
229,7.0,4.0,1830.0,13.0
230,7.0,4.0,1900.0,15.0
231,7.0,4.0,1930.0,14.0
232,7.0,4.0,2000.0,14.0
233,7.0,4.0,2030.0,12.0
234,7.0,4.0,2100.0,12.0
235,7.0,4.0,2130.0,11.0
236,7.0,4.0,2200.0,11.0
237,7.0,4.0,2230.0,13.0
238,7.0,4.0,2300.0,14.0
239,7.0,4.0,2330.0,12.0
240,7.0,5.0,0.0,13.0
241,7.0,5.0,30.0,12.0
242,7.0,5.0,100.0,12.0
243,7.0,5.0,130.0,12.0
244,7.0,5.0,200.0,12.0
245,7.0,5.0,230.0,12.0
246,7.0,5.0,300.0,12.0
247,7.0,5.0,330.0,12.0
248,7.0,5.0,400.0,12.0
249,7.0,5.0,430.0,12.0
250,7.0,5.0,500.0,11.0
251,7.0,5.0,530.0,11.0
252,7.0,5.0,600.0,11.0
253,7.0,5.0,630.0,11.0
254,7.0,5.0,700.0,12.0
255,7.0,5.0,730.0,11.0
256,7.0,5.0,800.0,10.0
257,7.0,5.0,830.0,8.0
258,7.0,5.0,900.0,10.0
259,7.0,5.0,930.0,9.0
260,7.0,5.0,1000.0,6.0
261,7.0,5.0,1030.0,8.0
262,7.0,5.0,1100.0,7.0
263,7.0,5.0,1130.0,9.0
264,7.0,5.0,1200.0,9.0
265,7.0,5.0,1230.0,7.0
266,7.0,5.0,1300.0,6.0
267,7.0,5.0,1330.0,5.0
268,7.0,5.0,1400.0,7.0
269,7.0,5.0,1430.0,7.0
270,7.0,5.0,1500.0,9.0
271,7.0,5.0,1530.0,8.0
272,7.0,5.0,1600.0,9.0
273,7.0,5.0,1630.0,9.0
274,7.0,5.0,1700.0,11.0
275,7.0,5.0,1730.0,9.0
276,7.0,5.0,1800.0,10.0
277,7.0,5.0,1830.0,6.0
278,7.0,5.0,1900.0,9.0
279,7.0,5.0,1930.0,7.0
280,7.0,5.0,2000.0,8.0
281,7.0,5.0,2030.0,9.0
282,7.0,5.0,2100.0,9.0
283,7.0,5.0,2130.0,9.0
284,7.0,5.0,2200.0,8.0
285,7.0,5.0,2230.0,13.0
286,7.0,5.0,2300.0,14.0
287,7.0,5.0,2330.0,14.0
288,7.0,6.0,0.0,14.0
289,7.0,6.0,30.0,14.0
290,7.0,6.0,100.0,14.0
291,7.0,6.0,130.0,14.0
292,7.0,6.0,200.0,14.0
293,7.0,6.0,230.0,13.0
294,7.0,6.0,300.0,14.0
295,7.0,6.0,330.0,14.0
296,7.0,6.0,400.0,14.0
297,7.0,6.0,430.0,13.0
298,7.0,6.0,500.0,13.0
299,7.0,6.0,530.0,12.0
300,7.0,6.0,600.0,13.0
301,7.0,6.0,630.0,13.0
302,7.0,6.0,700.0,13.0
303,7.0,6.0,730.0,12.0
304,7.0,6.0,800.0,11.0
305,7.0,6.0,830.0,10.0
306,7.0,6.0,900.0,11.0
307,7.0,6.0,930.0,12.0
308,7.0,6.0,1000.0,13.0
309,7.0,6.0,1030.0,12.0
310,7.0,6.0,1100.0,10.0
311,7.0,6.0,1130.0,7.0
312,7.0,6.0,1200.0,10.0
313,7.0,6.0,1230.0,8.0
314,7.0,6.0,1300.0,5.0
315,7.0,6.0,1330.0,4.0
316,7.0,6.0,1400.0,4.0
317,7.0,6.0,1430.0,9.0
318,7.0,6.0,1500.0,10.0
319,7.0,6.0,1530.0,10.0
320,7.0,6.0,1600.0,11.0
321,7.0,6.0,1630.0,11.0
322,7.0,6.0,1700.0,9.0
323,7.0,6.0,1730.0,10.0
324,7.0,6.0,1800.0,12.0
325,7.0,6.0,1830.0,11.0
326,7.0,6.0,1900.0,12.0
327,7.0,6.0,1930.0,11.0
328,7.0,6.0,2000.0,11.0
329,7.0,6.0,2030.0,11.0
330,7.0,6.0,2100.0,10.0
331,7.0,6.0,2130.0,10.0
332,7.0,6.0,2200.0,11.0
333,7.0,6.0,2230.0,9.0
334,7.0,6.0,2300.0,13.0
335,7.0,6.0,2330.0,14.0
336,30.0,0.0,0.0,2.0
337,30.0,0.0,30.0,3.0
338,30.0,0.0,100.0,2.0
339,30.0,0.0,130.0,2.0
340,30.0,0.0,200.0,2.0
341,30.0,0.0,230.0,2.0
342,30.0,0.0,300.0,2.0
343,30.0,0.0,330.0,2.0
344,30.0,0.0,400.0,2.0
345,30.0,0.0,430.0,2.0
346,30.0,0.0,500.0,3.0
347,30.0,0.0,530.0,3.0
348,30.0,0.0,600.0,3.0
349,30.0,0.0,630.0,4.0
350,30.0,0.0,700.0,4.0
351,30.0,0.0,730.0,4.0
352,30.0,0.0,800.0,3.0
353,30.0,0.0,830.0,2.0
354,30.0,0.0,900.0,1.0
355,30.0,0.0,930.0,1.0
356,30.0,0.0,1000.0,0.0
357,30.0,0.0,1030.0,0.0
358,30.0,0.0,1100.0,1.0
359,30.0,0.0,1130.0,1.0
360,30.0,0.0,1200.0,0.0
361,30.0,0.0,1230.0,1.0
362,30.0,0.0,1300.0,1.0
363,30.0,0.0,1330.0,4.0
364,30.0,0.0,1400.0,4.0
365,30.0,0.0,1430.0,4.0
366,30.0,0.0,1500.0,3.0
367,30.0,0.0,1530.0,2.0
368,30.0,0.0,1600.0,2.0
369,30.0,0.0,1630.0,1.0
370,30.0,0.0,1700.0,1.0
371,30.0,0.0,1730.0,2.0
372,30.0,0.0,1800.0,1.0
373,30.0,0.0,1830.0,1.0
374,30.0,0.0,1900.0,1.0
375,30.0,0.0,1930.0,1.0
376,30.0,0.0,2000.0,1.0
377,30.0,0.0,2030.0,1.0
378,30.0,0.0,2100.0,1.0
379,30.0,0.0,2130.0,1.0
380,30.0,0.0,2200.0,1.0
381,30.0,0.0,2230.0,1.0
382,30.0,0.0,2300.0,1.0
383,30.0,0.0,2330.0,1.0
384,30.0,1.0,0.0,1.0
385,30.0,1.0,30.0,1.0
386,30.0,1.0,100.0,1.0
387,30.0,1.0,130.0,1.0
388,30.0,1.0,200.0,1.0
389,30.0,1.0,230.0,1.0
390,30.0,1.0,300.0,1.0
391,30.0,1.0,330.0,1.0
392,30.0,1.0,400.0,1.0
393,30.0,1.0,430.0,1.0
394,30.0,1.0,500.0,1.0
395,30.0,1.0,530.0,2.0
396,30.0,1.0,600.0,2.0
397,30.0,1.0,630.0,3.0
398,30.0,1.0,700.0,4.0
399,30.0,1.0,730.0,4.0
400,30.0,1.0,800.0,3.0
401,30.0,1.0,830.0,3.0
402,30.0,1.0,900.0,3.0
403,30.0,1.0,930.0,3.0
404,30.0,1.0,1000.0,1.0
405,30.0,1.0,1030.0,1.0
406,30.0,1.0,1100.0,1.0
407,30.0,1.0,1130.0,2.0
408,30.0,1.0,1200.0,3.0
409,30.0,1.0,1230.0,4.0
410,30.0,1.0,1300.0,4.0
411,30.0,1.0,1330.0,9.0
412,30.0,1.0,1400.0,7.0
413,30.0,1.0,1430.0,6.0
414,30.0,1.0,1500.0,4.0
415,30.0,1.0,1530.0,1.0
416,30.0,1.0,1600.0,1.0
417,30.0,1.0,1630.0,1.0
418,30.0,1.0,1700.0,1.0
419,30.0,1.0,1730.0,1.0
420,30.0,1.0,1800.0,3.0
421,30.0,1.0,1830.0,3.0
422,30.0,1.0,1900.0,0.0
423,30.0,1.0,1930.0,1.0
424,30.0,1.0,2000.0,2.0
425,30.0,1.0,2030.0,0.0
426,30.0,1.0,2100.0,0.0
427,30.0,1.0,2130.0,0.0
428,30.0,1.0,2200.0,0.0
429,30.0,1.0,2230.0,0.0
430,30.0,1.0,2300.0,1.0
431,30.0,1.0,2330.0,1.0
432,30.0,2.0,0.0,2.0
433,30.0,2.0,30.0,2.0
434,30.0,2.0,100.0,2.0
435,30.0,2.0,130.0,2.0
436,30.0,2.0,200.0,2.0
437,30.0,2.0,230.0,2.0
438,30.0,2.0,300.0,2.0
439,30.0,2.0,330.0,2.0
440,30.0,2.0,400.0,1.0
441,30.0,2.0,430.0,2.0
442,30.0,2.0,500.0,3.0
443,30.0,2.0,530.0,3.0
444,30.0,2.0,600.0,4.0
445,30.0,2.0,630.0,6.0
446,30.0,2.0,700.0,7.0
447,30.0,2.0,730.0,5.0
448,30.0,2.0,800.0,5.0
449,30.0,2.0,830.0,5.0
450,30.0,2.0,900.0,1.0
451,30.0,2.0,930.0,1.0
452,30.0,2.0,1000.0,1.0
453,30.0,2.0,1030.0,1.0
454,30.0,2.0,1100.0,0.0
455,30.0,2.0,1130.0,1.0
456,30.0,2.0,1200.0,1.0
457,30.0,2.0,1230.0,1.0
458,30.0,2.0,1300.0,2.0
459,30.0,2.0,1330.0,5.0
460,30.0,2.0,1400.0,4.0
461,30.0,2.0,1430.0,4.0
462,30.0,2.0,1500.0,3.0
463,30.0,2.0,1530.0,3.0
464,30.0,2.0,1600.0,2.0
465,30.0,2.0,1630.0,2.0
466,30.0,2.0,1700.0,2.0
467,30.0,2.0,1730.0,1.0
468,30.0,2.0,1800.0,1.0
469,30.0,2.0,1830.0,2.0
470,30.0,2.0,1900.0,2.0
471,30.0,2.0,1930.0,3.0
472,30.0,2.0,2000.0,2.0
473,30.0,2.0,2030.0,2.0
474,30.0,2.0,2100.0,2.0
475,30.0,2.0,2130.0,3.0
476,30.0,2.0,2200.0,3.0
477,30.0,2.0,2230.0,2.0
478,30.0,2.0,2300.0,2.0
479,30.0,2.0,2330.0,2.0
480,30.0,3.0,0.0,2.0
481,30.0,3.0,30.0,2.0
482,30.0,3.0,100.0,2.0
483,30.0,3.0,130.0,2.0
484,30.0,3.0,200.0,2.0
485,30.0,3.0,230.0,2.0
486,30.0,3.0,300.0,2.0
487,30.0,3.0,330.0,2.0
488,30.0,3.0,400.0,2.0
489,30.0,3.0,430.0,2.0
490,30.0,3.0,500.0,2.0
491,30.0,3.0,530.0,3.0
492,30.0,3.0,600.0,4.0
493,30.0,3.0,630.0,5.0
494,30.0,3.0,700.0,7.0
495,30.0,3.0,730.0,4.0
496,30.0,3.0,800.0,5.0
497,30.0,3.0,830.0,5.0
498,30.0,3.0,900.0,3.0
499,30.0,3.0,930.0,4.0
500,30.0,3.0,1000.0,3.0
501,30.0,3.0,1030.0,2.0
502,30.0,3.0,1100.0,3.0
503,30.0,3.0,1130.0,3.0
504,30.0,3.0,1200.0,2.0
505,30.0,3.0,1230.0,2.0
506,30.0,3.0,1300.0,4.0
507,30.0,3.0,1330.0,7.0
508,30.0,3.0,1400.0,6.0
509,30.0,3.0,1430.0,7.0
510,30.0,3.0,1500.0,6.0
511,30.0,3.0,1530.0,4.0
512,30.0,3.0,1600.0,3.0
513,30.0,3.0,1630.0,2.0
514,30.0,3.0,1700.0,1.0
515,30.0,3.0,1730.0,1.0
516,30.0,3.0,1800.0,2.0
517,30.0,3.0,1830.0,2.0
518,30.0,3.0,1900.0,1.0
519,30.0,3.0,1930.0,1.0
520,30.0,3.0,2000.0,1.0
521,30.0,3.0,2030.0,2.0
522,30.0,3.0,2100.0,2.0
523,30.0,3.0,2130.0,3.0
524,30.0,3.0,2200.0,2.0
525,30.0,3.0,2230.0,2.0
526,30.0,3.0,2300.0,2.0
527,30.0,3.0,2330.0,2.0
528,30.0,4.0,0.0,1.0
529,30.0,4.0,30.0,2.0
530,30.0,4.0,100.0,2.0
531,30.0,4.0,130.0,2.0
532,30.0,4.0,200.0,2.0
533,30.0,4.0,230.0,2.0
534,30.0,4.0,300.0,2.0
535,30.0,4.0,330.0,2.0
536,30.0,4.0,400.0,2.0
537,30.0,4.0,430.0,2.0
538,30.0,4.0,500.0,2.0
539,30.0,4.0,530.0,2.0
540,30.0,4.0,600.0,4.0
541,30.0,4.0,630.0,5.0
542,30.0,4.0,700.0,6.0
543,30.0,4.0,730.0,5.0
544,30.0,4.0,800.0,4.0
545,30.0,4.0,830.0,5.0
546,30.0,4.0,900.0,3.0
547,30.0,4.0,930.0,3.0
548,30.0,4.0,1000.0,1.0
549,30.0,4.0,1030.0,1.0
550,30.0,4.0,1100.0,1.0
551,30.0,4.0,1130.0,1.0
552,30.0,4.0,1200.0,1.0
553,30.0,4.0,1230.0,0.0
554,30.0,4.0,1300.0,1.0
555,30.0,4.0,1330.0,2.0
556,30.0,4.0,1400.0,2.0
557,30.0,4.0,1430.0,1.0
558,30.0,4.0,1500.0,1.0
559,30.0,4.0,1530.0,1.0
560,30.0,4.0,1600.0,1.0
561,30.0,4.0,1630.0,1.0
562,30.0,4.0,1700.0,1.0
563,30.0,4.0,1730.0,1.0
564,30.0,4.0,1800.0,1.0
565,30.0,4.0,1830.0,1.0
566,30.0,4.0,1900.0,1.0
567,30.0,4.0,1930.0,1.0
568,30.0,4.0,2000.0,1.0
569,30.0,4.0,2030.0,0.0
570,30.0,4.0,2100.0,0.0
571,30.0,4.0,2130.0,1.0
572,30.0,4.0,2200.0,1.0
573,30.0,4.0,2230.0,1.0
574,30.0,4.0,2300.0,1.0
575,30.0,4.0,2330.0,1.0
576,30.0,5.0,0.0,1.0
577,30.0,5.0,30.0,1.0
578,30.0,5.0,100.0,1.0
579,30.0,5.0,130.0,1.0
580,30.0,5.0,200.0,1.0
581,30.0,5.0,230.0,1.0
582,30.0,5.0,300.0,1.0
583,30.0,5.0,330.0,1.0
584,30.0,5.0,400.0,1.0
585,30.0,5.0,430.0,1.0
586,30.0,5.0,500.0,1.0
587,30.0,5.0,530.0,1.0
588,30.0,5.0,600.0,1.0
589,30.0,5.0,630.0,1.0
590,30.0,5.0,700.0,2.0
591,30.0,5.0,730.0,2.0
592,30.0,5.0,800.0,3.0
593,30.0,5.0,830.0,4.0
594,30.0,5.0,900.0,3.0
595,30.0,5.0,930.0,3.0
596,30.0,5.0,1000.0,4.0
597,30.0,5.0,1030.0,4.0
598,30.0,5.0,1100.0,3.0
599,30.0,5.0,1130.0,2.0
600,30.0,5.0,1200.0,1.0
601,30.0,5.0,1230.0,2.0
602,30.0,5.0,1300.0,2.0
603,30.0,5.0,1330.0,3.0
604,30.0,5.0,1400.0,2.0
605,30.0,5.0,1430.0,1.0
606,30.0,5.0,1500.0,1.0
607,30.0,5.0,1530.0,1.0
608,30.0,5.0,1600.0,1.0
609,30.0,5.0,1630.0,1.0
610,30.0,5.0,1700.0,1.0
611,30.0,5.0,1730.0,1.0
612,30.0,5.0,1800.0,2.0
613,30.0,5.0,1830.0,2.0
614,30.0,5.0,1900.0,2.0
615,30.0,5.0,1930.0,2.0
616,30.0,5.0,2000.0,1.0
617,30.0,5.0,2030.0,2.0
618,30.0,5.0,2100.0,1.0
619,30.0,5.0,2130.0,1.0
620,30.0,5.0,2200.0,2.0
621,30.0,5.0,2230.0,1.0
622,30.0,5.0,2300.0,1.0
623,30.0,5.0,2330.0,1.0
624,30.0,6.0,0.0,2.0
625,30.0,6.0,30.0,2.0
626,30.0,6.0,100.0,2.0
627,30.0,6.0,130.0,2.0
628,30.0,6.0,200.0,2.0
629,30.0,6.0,230.0,2.0
630,30.0,6.0,300.0,2.0
631,30.0,6.0,330.0,2.0
632,30.0,6.0,400.0,2.0
633,30.0,6.0,430.0,2.0
634,30.0,6.0,500.0,2.0
635,30.0,6.0,530.0,2.0
636,30.0,6.0,600.0,3.0
637,30.0,6.0,630.0,3.0
638,30.0,6.0,700.0,3.0
639,30.0,6.0,730.0,4.0
640,30.0,6.0,800.0,5.0
641,30.0,6.0,830.0,4.0
642,30.0,6.0,900.0,4.0
643,30.0,6.0,930.0,3.0
644,30.0,6.0,1000.0,2.0
645,30.0,6.0,1030.0,2.0
646,30.0,6.0,1100.0,1.0
647,30.0,6.0,1130.0,1.0
648,30.0,6.0,1200.0,1.0
649,30.0,6.0,1230.0,0.0
650,30.0,6.0,1300.0,1.0
651,30.0,6.0,1330.0,1.0
652,30.0,6.0,1400.0,3.0
653,30.0,6.0,1430.0,3.0
654,30.0,6.0,1500.0,3.0
655,30.0,6.0,1530.0,3.0
656,30.0,6.0,1600.0,2.0
657,30.0,6.0,1630.0,2.0
658,30.0,6.0,1700.0,2.0
659,30.0,6.0,1730.0,1.0
660,30.0,6.0,1800.0,2.0
661,30.0,6.0,1830.0,2.0
662,30.0,6.0,1900.0,1.0
663,30.0,6.0,1930.0,1.0
664,30.0,6.0,2000.0,1.0
665,30.0,6.0,2030.0,1.0
666,30.0,6.0,2100.0,1.0
667,30.0,6.0,2130.0,1.0
668,30.0,6.0,2200.0,1.0
669,30.0,6.0,2230.0,1.0
670,30.0,6.0,2300.0,2.0
671,30.0,6.0,2330.0,2.0
672,86.0,0.0,0.0,19.0
673,86.0,0.0,30.0,7.0
674,86.0,0.0,100.0,7.0
675,86.0,0.0,130.0,7.0
676,86.0,0.0,200.0,7.0
677,86.0,0.0,230.0,7.0
678,86.0,0.0,300.0,7.0
679,86.0,0.0,330.0,7.0
680,86.0,0.0,400.0,7.0
681,86.0,0.0,430.0,7.0
682,86.0,0.0,500.0,7.0
683,86.0,0.0,530.0,8.0
684,86.0,0.0,600.0,7.0
685,86.0,0.0,630.0,8.0
686,86.0,0.0,700.0,9.0
687,86.0,0.0,730.0,6.0
688,86.0,0.0,800.0,2.0
689,86.0,0.0,830.0,1.0
690,86.0,0.0,900.0,1.0
691,86.0,0.0,930.0,1.0
692,86.0,0.0,1000.0,1.0
693,86.0,0.0,1030.0,0.0
694,86.0,0.0,1100.0,0.0
695,86.0,0.0,1130.0,0.0
696,86.0,0.0,1200.0,0.0
697,86.0,0.0,1230.0,0.0
698,86.0,0.0,1300.0,0.0
699,86.0,0.0,1330.0,1.0
700,86.0,0.0,1400.0,1.0
701,86.0,0.0,1430.0,2.0
702,86.0,0.0,1500.0,2.0
703,86.0,0.0,1530.0,4.0
704,86.0,0.0,1600.0,6.0
705,86.0,0.0,1630.0,12.0
706,86.0,0.0,1700.0,14.0
707,86.0,0.0,1730.0,21.0
708,86.0,0.0,1800.0,24.0
709,86.0,0.0,1830.0,28.0
710,86.0,0.0,1900.0,29.0
711,86.0,0.0,1930.0,29.0
712,86.0,0.0,2000.0,29.0
713,86.0,0.0,2030.0,30.0
714,86.0,0.0,2100.0,31.0
715,86.0,0.0,2130.0,31.0
716,86.0,0.0,2200.0,31.0
717,86.0,0.0,2230.0,31.0
718,86.0,0.0,2300.0,31.0
719,86.0,0.0,2330.0,30.0
720,86.0,1.0,0.0,30.0
721,86.0,1.0,30.0,31.0
722,86.0,1.0,100.0,30.0
723,86.0,1.0,130.0,30.0
724,86.0,1.0,200.0,30.0
725,86.0,1.0,230.0,30.0
726,86.0,1.0,300.0,30.0
727,86.0,1.0,330.0,30.0
728,86.0,1.0,400.0,31.0
729,86.0,1.0,430.0,30.0
730,86.0,1.0,500.0,29.0
731,86.0,1.0,530.0,30.0
732,86.0,1.0,600.0,29.0
733,86.0,1.0,630.0,27.0
734,86.0,1.0,700.0,21.0
735,86.0,1.0,730.0,16.0
736,86.0,1.0,800.0,11.0
737,86.0,1.0,830.0,1.0
738,86.0,1.0,900.0,0.0
739,86.0,1.0,930.0,1.0
740,86.0,1.0,1000.0,0.0
741,86.0,1.0,1030.0,1.0
742,86.0,1.0,1100.0,1.0
743,86.0,1.0,1130.0,0.0
744,86.0,1.0,1200.0,0.0
745,86.0,1.0,1230.0,1.0
746,86.0,1.0,1300.0,2.0
747,86.0,1.0,1330.0,3.0
748,86.0,1.0,1400.0,3.0
749,86.0,1.0,1430.0,3.0
750,86.0,1.0,1500.0,2.0
751,86.0,1.0,1530.0,4.0
752,86.0,1.0,1600.0,5.0
